user_id,star_count
42,0
145,19
365,0
517,0
627,6
1032,1
1047,0
1595,0
1760,36
1867,0
2120,0
2538,8
2752,30
2843,0
2845,22
2960,4
2961,0
3071,3
3073,36
3087,24
3253,4
3378,1
3723,3
3811,0
3837,0
3954,0
4177,42
4264,17
4517,189
4663,31
4696,0
4697,4
4723,4
4726,0
4748,0
4760,7
4782,3
4800,21
4808,0
4915,3
4916,1
4942,33
5117,0
5130,8
5286,0
5331,1
5344,24
5724,1
6121,5
6198,75
6284,3
6385,72
6587,0
6861,39
6885,0
6913,1
7161,0
7221,7
7244,9
7291,0
7517,0
7527,3
7551,15
7939,0
8015,16
8018,331
8366,0
8645,24
8767,0
8797,2
8961,1
9127,0
9270,0
9309,1
9699,8
9861,5
9899,10
10012,0
10034,1
10137,0
10334,6
10430,4
10680,0
10685,5
10692,0
10770,0
10821,23
10908,9
11054,0
11265,2
11332,34
11333,18
11425,24
11477,0
11542,85
11683,7
12191,11
12194,8
12205,46
12263,0
12549,53
12685,0
12794,61
12819,1
12850,4
12877,12
12932,20
12993,0
13278,0
13303,21
13337,2
13487,28
13797,0
13837,5
13877,0
14049,0
14050,9
14386,1
14388,1
14465,4
14750,24
14918,5
14934,0
15039,4
15214,2
15419,0
15442,0
15631,0
15697,819
15885,10
16063,0
16113,0
16144,0
16204,14
16286,21
16421,3
16497,4
16744,0
16920,0
17014,4
17063,2
17189,0
17568,1
17666,0
17714,1
17865,0
17978,24
18025,1
18069,3
18075,49
18156,2
18207,0
18230,0
18350,3
18407,0
18448,2
18508,2
18515,2
18619,20
18680,0
18701,0
18787,7
18854,40
18862,4
18964,13
19048,0
19122,0
19138,2
19148,4
19390,5
19410,13
19490,0
19530,32
19544,0
19565,12
19747,59
19975,0
19977,0
20022,78
20138,1
20178,16
20252,0
20264,4
20279,0
20280,40
20281,89
20372,1
20434,3
20496,0
20576,17
20694,3
20742,19
20813,1
20821,12
20840,12
21082,1
21130,0
21179,5
21184,7
21318,3
21546,0
21628,104
21745,15
21879,1
21897,0
22174,19
22284,44
22661,10
23101,0
23129,0
23133,0
23137,0
23153,0
23184,0
23193,0
23302,0
23309,2
23330,27
23349,107
23446,2
23658,0
23669,0
23765,8
23830,0
24184,0
24373,0
24670,0
24764,2
24789,2
25152,0
25407,68
25478,1
25544,3
25586,0
25615,2
25635,6
25677,10
25809,1
26289,2
26836,3
27136,0
27254,0
27294,36
27604,7
27725,58
27726,65
27892,24
27922,0
28049,0
28119,0
28121,3
28126,6
28241,4
28429,0
28606,75
28619,0
28656,0
28828,0
29061,19
29265,2
29278,0
29431,86
29538,2
29539,14
29641,15
30067,2
30188,226
30217,0
30859,0
31018,0
31068,0
31070,0
31073,0
31153,0
31286,0
31359,0
31464,11
31479,13
31558,2
31763,1
31892,0
32061,0
32068,0
32084,0
32116,0
32163,0
32228,3
32245,4
32296,8
32331,0
32356,3
32439,0
32442,0
32762,1
32781,2
32796,9
33002,1
33174,8
33176,22
33177,3
33184,0
33243,0
33244,15
33287,6
33388,3
