user_id,fork_count
30,2
33,1
43,1
54,1
55,0
56,3
57,0
60,0
63,8
144,1
268,0
307,2
541,0
652,0
737,0
871,60
1093,1
1200,0
1231,2
1332,7
1360,0
1407,4
1409,3
1410,1
1412,3
1413,5
1415,0
1451,0
1455,6
1535,0
1762,0
1977,0
1992,3
2066,0
2158,0
2284,2
2302,0
2326,0
2333,0
2343,2
2372,0
2404,0
2441,4
2442,5
2446,0
2451,1
2455,0
2458,0
2474,3
2481,0
2482,0
2493,3
2496,0
2510,0
2600,0
2699,0
2703,0
2707,0
2747,0
2781,1
2885,2
2888,0
2940,0
2971,0
2996,2
3005,12
3047,0
3165,0
3172,0
3220,1
3232,1
3246,2
3252,3
3257,0
3264,4
3265,0
3275,0
3279,0
3280,2
3319,0
3324,37
3329,1
3330,0
3334,1
3339,8
3340,0
3393,2
3396,0
3404,120
3408,1
3463,0
3464,0
3472,1
3492,5
3502,2
3508,0
3516,1
3520,5
3596,0
3609,0
3613,12
3616,4
3623,2
3627,0
3635,1
3650,1
3671,5
3676,1
3678,5
3692,1
3759,0
4199,1
4214,1
4297,0
4366,1
4386,0
4445,0
4460,0
4537,5
4541,0
4543,0
4557,0
4563,1
4564,0
4571,2
4650,0
4677,0
4735,5
4772,1
4779,0
4793,0
4904,0
4921,1
5016,1
5094,1
5230,2
5524,9
5577,1
5638,3
5671,1
5888,99
5893,0
5918,0
6061,0
6071,0
6089,1
6095,7
6104,0
6127,2
6164,11
6167,0
6211,2
6249,0
6251,6
6254,3
6271,3
6468,5
6471,0
6553,0
6658,0
6856,0
6929,9
7069,7
7117,1
7140,2
7199,1
7344,6
7530,2
7536,0
7553,0
7647,2
7682,0
7691,0
7750,0
7804,1
7837,5
7867,0
7916,1
7918,2
7937,2
7982,0
7999,5
8021,0
8025,1
8034,0
8039,0
8045,0
8114,10
8125,0
8239,0
8295,2
8310,0
8312,8
8320,0
8367,0
8368,0
8398,1
8503,0
8521,0
8527,1
8534,0
8535,0
8590,3
8861,0
8875,0
8936,0
8944,0
9022,1
9067,1
9081,5
9095,4
9258,0
9284,6
9316,6
9325,0
9381,13
9387,4
9592,0
9718,3
9756,1
9802,2
9843,1
9867,1
9883,0
9884,1
9896,1
9928,0
10141,0
10167,1
10322,6
10411,0
10559,0
10762,0
10855,0
10958,1
10993,295
11036,2
11233,0
11255,0
11258,0
11270,0
11405,2
11498,1
11579,1
11582,1
11593,2
11603,18
11655,0
11657,1
11959,0
11961,2
11975,2
11988,0
