user_id,star_count
358,2
397,80
441,48
462,2
579,14
638,6
657,313
715,23
809,38
922,2
953,17
1214,15
1286,9
1319,4
1352,93
1443,14
1726,8
1908,5
3144,21
3153,15
3420,4
3449,7
3646,11
4418,24
4425,32
4616,3
4751,66
4841,48
4861,2
6102,22
6107,1
6497,2
6592,7
7118,3
7473,1
7657,1
7978,3
8099,1
8311,2
8829,119
9516,18
10001,1
10315,6
10347,2
10356,4
10370,9
10401,3
10678,22
10769,18
11148,2
11494,6
11971,3
12013,4
12014,9
12709,12
12854,14
12862,46
13151,39
13498,4
14229,30
14490,21
14707,8
14860,1
14863,22
14864,13
15050,1
15353,2
15407,3
15490,2
16722,6
17117,1
17791,18
18185,2
18520,3
19065,16
19207,2
19733,5
20242,258
20540,8
20566,2
20830,2
20843,4
20879,1
22453,140
22501,35
22709,8
23038,1
23179,1
23397,23
23402,7
23455,35
23468,8
23484,8
23498,2
23525,29
23670,43
23708,2
24760,208
25232,2
25533,1
25901,3
26277,34
26318,1
26673,1
27356,8
27473,8
27861,13
28163,42
28493,9
28494,3
28653,39
28655,157
28675,3
29444,57
29590,16
29840,3
29895,55
30363,14
30783,1
31012,14
31939,2
32408,9
32489,2
32560,1
32651,6
32740,30
33051,13
33475,2
33529,41
33671,2
33672,18
33922,5
34256,39
34268,10
34567,198
34612,18
34739,7
35256,26
36441,10
36556,14
36771,8
37433,4
37763,4
38018,1
38163,4
38199,37
38372,109
38506,12
38626,1
39270,11
39557,10
39721,8
40999,4
41020,39
41064,4
41571,1
41626,6
42255,1
43165,15
43410,1
43728,13
43798,58
44021,1
44212,1
45451,8
45551,1
45590,1
45895,3
46053,25
46092,2
46143,106
46198,4
46971,2
47090,8
47597,1
47789,2
47890,1
48067,21
48159,13
48262,65
48454,25
48484,8
48749,1
49170,5
49457,1
49523,50
50528,6
50554,1
50737,15
51235,7
51251,7
51271,1
51306,10
51331,5
51703,1
53001,12
53100,2
53595,169
53627,1
53634,4
53752,4
53768,4
53972,5
54828,5
55334,154
55446,38
55459,11
57924,3
59226,1
59384,10
59952,8
61011,18
61699,1
61753,38
61971,5
62683,1
62769,1
63495,2
64419,33
65057,3
66055,52
66089,4
66560,1
66961,38
67802,6
68415,10
68840,5
68939,7
69372,7
70422,15
70655,8
71775,3
73120,27
73539,59
73793,26
74614,1
75503,21
75606,2
77439,21
78110,1
78633,20
79601,1
79907,1
80047,30
80490,64
80518,15
80550,12
80816,14
81421,5
81716,24
82290,19
83019,19
83360,24
83679,4
83737,9
83910,2
84011,27
84538,1
84818,57
84884,19
84891,5
85132,90
85164,2
85456,9
85803,6
86119,1
86279,2
86392,114
86593,4
87113,1
87374,13
87931,46
88215,6
88372,1
88653,121
89352,7
89383,34
90529,76
92046,2
92890,9
93535,1
93676,3
93678,21
94126,5
94457,2
96259,3
97028,11
97048,3
97125,2
97209,15
97363,211
97442,58
97950,3
98069,60
98582,14
99081,4
99400,5
100553,9
101003,2
101101,23
101109,16
101253,1
101622,6
101875,2
102277,146
103399,16
103431,17
103998,1
104401,1
104405,1
104407,1
104758,2
105150,2
105295,4
105303,1
105324,3
105585,22
107159,4
107206,1
107363,114
107588,2
107761,5
108161,1
108257,5
108406,2
108475,34
108539,55
108758,89
109632,1
109636,4
109747,86
110174,1
110734,4
110943,6
111828,5
111880,5
112699,4
112700,1
112800,1
113362,1
114824,2
114909,8
115668,1
116515,13
116540,1
116552,40
116676,14
117401,2
117416,29
117801,3
118293,3
119231,36
120625,1
121515,1
121744,2
122165,14
122352,6
122368,1
122397,2
122516,2
122712,6
122853,9
122928,4
123138,6
123400,2
123982,1
124412,2
124413,49
124725,1
126017,2
126099,18
126119,9
126507,159
126890,2
126891,2
128059,13
128977,8
129241,1
129886,2
130322,7
130651,2
130670,4
130852,1
131038,1
131039,7
131198,4
131339,8
131838,7
131905,5
132050,1
132902,5
133079,16
133909,1
134335,1
134542,2
134671,89
134996,3
135010,2
135012,2
135083,1
135144,265
135409,4
135876,27
136270,3
136387,1
136423,63
137038,155
137245,8
137547,9
138342,1
138491,21
138499,1
138838,197
139011,42
139069,1
139339,85
139601,4
140187,18
140263,1
140828,7
141313,1
141762,17
142829,11
142970,46
143019,4
143037,1
144655,17
145015,4
147089,2
148073,2
148094,4
148525,2
148741,240
148982,2
148983,1
148991,3
148997,1
149076,21
149269,11
150803,7
150915,2
151050,21
151546,20
151767,7
152225,1
152621,1
152828,2
152950,2
154477,1
155810,8
155965,50
156075,3
156374,1
156402,26
156435,2
156524,1
156703,2
156886,1
157387,1
157656,7
157835,4
158273,4
158907,54
159064,9
159183,76
159229,6
159839,3
160384,2
160395,3
160494,7
160938,281
161056,8
162500,3
162670,1
162803,4
163100,55
163367,30
163422,2
163483,1
163508,28
163520,9
163536,79
163695,14
164093,7
164858,1
164881,3
164977,1
165122,1
165258,1
165387,12
165426,4
165428,13
165495,1
165531,20
165901,2
166040,1
166375,16
166486,26
166646,1
166774,3
166959,5
167188,4
168627,3
168666,1
168768,18
168872,34
168968,1
169131,1
169208,1
169316,1
169507,5
169629,4
169665,10
169709,1
169847,1
169968,4
170024,45
170040,14
170064,1
170275,44
170543,15
170683,7
171361,4
171827,1
171871,157
172000,1
172006,5
172379,27
172923,12
173306,6
173308,1
173557,1
173719,16
174273,5
174377,5
174402,14
174435,10
174464,1
174482,1
174707,17
174799,56
174917,8
175149,2
175268,8
175288,3
175421,19
175793,3
175882,1
176021,6
176155,1
176242,10
176249,17
176275,3
176276,19
176294,1
176366,454
176475,1
176560,2
176637,94
176642,19
176736,3
177288,41
177291,2
177578,1
177815,10
177874,15
178065,3
178125,25
178574,20
178765,1
179156,19
179790,1
179793,268
180211,1
180895,1
180996,3
181000,1
181032,6
181178,1
181236,2
181443,173
182121,37
182906,6
182997,1
183033,1
183274,1
183293,4
183484,5
183541,32
183580,7
183905,1
184274,1
184339,2
184386,18
184825,7
184978,8
185045,1
185050,3
185170,3
185240,2
185388,2
185439,10
185440,2
185670,8
185787,2
185836,5
185894,21
185915,11
186758,1
187327,2
187417,38
187531,6
187560,1
187708,24
187784,3
187816,6
187862,2
187864,22
187960,2
189926,7
190112,10
190398,3
190800,6
190840,1
190851,42
191172,5
192993,2
193130,5
193240,64
193532,2
193584,1
194914,13
195249,8
195352,7
195391,14
195788,84
195987,4
196339,51
196514,2
196631,3
196665,10
196688,2
196701,1
197049,35
197065,41
197112,3
197247,1
197332,2
197578,16
197638,1
197642,57
197852,6
197877,2
198358,2
198416,1
198673,2
199072,2
199088,1
200224,3
200320,2
200390,2
200541,1
200636,5
200921,2
200946,4
201053,1
201524,7
201723,8
201728,25
201841,1
201908,14
202137,6
202151,5
202466,1
202584,1
202609,22
203100,50
203251,5
203402,5
203596,4
203864,7
204076,2
204486,1961
205141,21
205160,1
205218,1
205425,1
206410,81
206939,2
208094,1
208349,1
208498,18
208642,3
208724,9
208877,1
209168,4
209191,1
209442,10
209538,6
209603,1
209695,37
209699,2
209789,2
210493,4
211123,4
212925,14
213440,8
213717,1
214097,1
214534,1
214536,1
215862,190
216108,3
216120,11
216289,1
216525,8
216530,7
216539,6
216646,32
216902,18
217006,138
217967,2
218206,4
218779,5
219029,7
219092,4
220181,7
220688,3
220910,108
220924,2
222228,5
222949,2
222981,3
223154,21
223243,1
223252,15
223253,1
223435,11
223516,40
224504,4
226299,7
226999,6
227160,2
227517,3
227671,7
228155,1
228989,1
229289,1
229522,8
230016,2
230036,2
230040,22
230044,87
230050,5
230054,254
230059,7
230069,5
231093,7
231586,1
231861,2
232287,25
232293,2
234021,20
234964,1
235156,1
235790,3
235941,374
236639,4
237235,1
238038,2
239105,3
239300,2
239363,36
239377,4
239391,29
239569,15
239765,6
240142,1
240150,146
240286,2
240290,11
240583,117
241250,3
241786,2
242204,3
242860,14
243346,10
243439,6
243699,2
243811,5
244741,2
245772,3
245775,157
245778,3
246029,3
246434,2
246775,5
246918,1
247114,79
247764,66
248716,1
248733,3
249566,1
250799,2
250853,26
251288,1
251655,15
252760,1
253240,12
253503,10
254293,2
254477,7
254509,13
255678,11
255728,4
255738,7
256229,1
256311,7
256567,14
